800	79882
152	202
226	200	36
200	227	11
200	228	67
200	229	35
200	230	58
231	200	78
200	232	100
233	200	72
200	234	90
235	200	83
236	200	59
237	200	9
200	238	44
200	239	3
200	240	78
241	200	43
242	200	31
243	200	94
200	244	18
245	200	66
200	246	76
247	200	64
200	248	61
249	200	34
250	200	86
200	251	8
252	200	49
200	253	65
254	200	91
255	200	42
200	256	11
200	257	66
258	200	39
200	259	14
260	200	31
200	261	97
200	262	63
263	200	18
200	264	91
265	200	24
266	200	44
267	200	59
200	268	69
269	200	10
270	200	44
271	200	15
272	200	54
200	273	62
200	274	68
275	200	13
200	276	59
277	200	91
278	200	7
200	279	5
200	280	25
281	200	89
200	282	66
283	200	58
200	284	19
285	200	55
286	200	17
200	287	38
288	200	23
289	200	30
200	290	40
291	200	18
200	292	59
293	200	57
200	294	22
200	295	34
200	296	98
200	297	8
200	298	43
299	200	98
300	200	26
200	301	30
200	302	88
200	303	77
200	304	35
200	305	90
200	306	28
307	200	4
200	308	100
200	309	56
200	310	16
311	200	31
312	200	92
200	313	4
314	200	14
200	315	20
316	200	73
317	200	67
200	318	30
200	319	61
320	200	64
321	200	69
322	200	61
323	200	7
324	200	60
325	200	42
326	200	59
200	327	3
328	200	36
200	329	72
200	330	83
200	331	8
200	332	42
333	200	92
200	334	48
335	200	9
200	336	82
337	200	57
200	338	27
339	200	13
200	340	66
200	341	22
342	200	63
343	200	17
200	344	40
345	200	95
346	200	8
200	347	77
200	348	85
200	349	74
350	200	23
200	351	49
200	352	99
353	200	98
200	354	45
200	355	50
200	356	37
357	200	75
200	358	6
200	359	100
360	200	38
200	361	71
200	362	52
200	363	54
200	364	92
200	365	50
366	200	5
200	367	36
200	368	66
369	200	69
370	200	69
200	371	36
200	372	81
373	200	77
374	200	16
375	200	43
376	200	22
200	377	61
200	378	79
200	379	37
200	380	31
381	200	7
200	382	28
383	200	44
200	384	43
200	385	80
200	386	59
200	387	38
200	388	99
389	200	45
390	200	67
391	200	73
200	392	51
200	393	79
394	200	62
395	200	83
200	396	53
397	200	82
398	200	9
399	200	85
202	201	77
203	201	80
204	201	19
201	205	55
206	201	64
207	201	72
208	201	19
201	209	57
201	210	80
211	201	12
201	212	19
213	201	57
201	214	88
201	215	64
201	216	54
201	217	94
201	218	61
201	219	88
220	201	97
221	201	11
222	201	50
223	201	32
224	201	22
201	225	7
226	201	72
201	227	74
228	201	14
201	229	95
201	230	64
201	231	65
232	201	89
233	201	53
234	201	52
235	201	48
201	236	31
237	201	72
201	238	4
201	239	85
240	201	88
201	241	80
242	201	66
201	243	66
244	201	71
201	245	84
201	246	64
201	247	31
248	201	11
201	249	45
201	250	65
201	251	10
201	252	74
201	253	34
254	201	89
255	201	12
201	256	91
201	257	53
201	258	81
201	259	17
201	260	2
261	201	15
201	262	70
263	201	35
201	264	46
201	265	6
201	266	13
267	201	85
201	268	14
201	269	10
270	201	84
201	271	54
272	201	79
201	273	31
201	274	52
201	275	88
201	276	45
201	277	46
201	278	98
201	279	94
201	280	57
281	201	83
201	282	82
201	283	74
201	284	98
285	201	21
286	201	89
287	201	53
288	201	35
201	289	3
290	201	37
291	201	44
201	292	8
293	201	50
201	294	39
201	295	23
201	296	86
201	297	82
298	201	96
299	201	9
201	300	73
201	301	46
201	302	25
303	201	48
304	201	57
305	201	3
201	306	89
307	201	22
201	308	100
201	309	32
310	201	27
201	311	31
201	312	86
201	313	63
314	201	24
201	315	55
316	201	29
317	201	11
201	318	81
319	201	22
320	201	88
321	201	17
322	201	85
323	201	71
324	201	74
325	201	60
326	201	78
327	201	91
201	328	27
329	201	21
201	330	84
331	201	19
201	332	98
333	201	75
334	201	43
335	201	63
201	336	92
201	337	22
201	338	77
201	339	55
201	340	24
201	341	77
342	201	59
343	201	14
344	201	100
201	345	42
346	201	16
201	347	42
201	348	59
201	349	21
201	350	34
351	201	13
352	201	91
353	201	24
354	201	52
355	201	25
356	201	30
201	357	94
358	201	92
359	201	25
360	201	24
201	361	30
362	201	46
363	201	22
201	364	7
365	201	77
366	201	53
201	367	23
201	368	65
201	369	22
370	201	37
371	201	21
201	372	57
373	201	73
201	374	60
375	201	49
201	376	10
201	377	83
378	201	66
201	379	32
201	380	96
201	381	29
382	201	79
201	383	44
384	201	61
385	201	23
386	201	43
201	387	12
201	388	98
389	201	19
201	390	80
201	391	74
392	201	40
393	201	25
394	201	98
395	201	39
201	396	7
397	201	20
201	398	71
399	201	79
203	202	61
202	204	3
205	202	33
206	202	62
202	207	4
208	202	97
209	202	1
210	202	62
202	211	99
212	202	50
213	202	33
202	214	99
215	202	13
202	216	62
217	202	81
202	218	68
219	202	20
202	220	51
221	202	85
202	222	46
202	223	92
224	202	23
225	202	47
226	202	82
202	227	13
228	202	18
202	229	71
230	202	2
231	202	93
232	202	61
202	233	46
202	234	44
202	235	6
236	202	67
202	237	12
202	238	3
239	202	19
202	240	80
202	241	84
242	202	15
243	202	57
202	244	7
245	202	90
202	246	99
247	202	100
248	202	37
202	249	3
250	202	92
251	202	34
252	202	79
202	253	15
254	202	24
255	202	47
256	202	78
257	202	60
202	258	88
259	202	22
202	260	65
261	202	13
262	202	54
263	202	23
202	264	7
202	265	22
266	202	62
267	202	2
268	202	92
202	269	39
202	270	8
202	271	51
272	202	38
202	273	74
202	274	90
275	202	51
202	276	63
202	277	56
278	202	66
202	279	74
280	202	84
281	202	42
282	202	94
283	202	38
284	202	83
202	285	57
286	202	18
202	287	23
288	202	45
202	289	84
202	290	26
202	291	83
292	202	19
202	293	22
202	294	85
202	295	76
202	296	87
297	202	78
202	298	1
299	202	24
300	202	85
202	301	93
302	202	25
303	202	41
304	202	75
305	202	38
306	202	4
307	202	85
202	308	21
202	309	72
310	202	74
311	202	44
202	312	61
313	202	58
202	314	36
315	202	43
316	202	75
317	202	14
202	318	11
202	319	40
202	320	39
202	321	18
322	202	90
323	202	92
324	202	8
325	202	7
202	326	25
202	327	52
328	202	11
329	202	91
330	202	61
331	202	51
202	332	27
333	202	71
334	202	9
335	202	83
202	336	48
337	202	40
338	202	64
202	339	7
340	202	26
341	202	58
202	342	81
202	343	40
344	202	8
202	345	78
202	346	15
202	347	71
202	348	36
349	202	70
202	350	33
202	351	70
352	202	25
202	353	27
202	354	5
202	355	45
356	202	22
357	202	31
358	202	87
202	359	47
202	360	17
202	361	41
202	362	98
363	202	41
364	202	1
365	202	80
366	202	62
367	202	67
202	368	32
369	202	46
370	202	44
371	202	1
372	202	24
202	373	13
202	374	53
375	202	19
202	376	52
202	377	63
378	202	55
379	202	13
380	202	85
381	202	31
382	202	26
202	383	81
384	202	22
202	385	75
386	202	87
202	387	86
202	388	31
202	389	3
390	202	27
391	202	45
202	392	57
393	202	99
394	202	35
202	395	57
396	202	95
202	397	17
398	202	30
399	202	67
203	204	92
205	203	82
206	203	38
207	203	31
208	203	65
203	209	89
210	203	66
211	203	26
203	212	5
203	213	36
214	203	8
215	203	37
216	203	42
217	203	10
203	218	39
203	219	61
220	203	70
203	221	89
222	203	16
223	203	27
224	203	66
203	225	50
203	226	45
227	203	86
228	203	6
203	229	41
230	203	21
231	203	71
232	203	30
203	233	90
203	234	70
203	235	53
203	236	74
237	203	12
203	238	43
203	239	29
203	240	69
203	241	56
242	203	46
203	243	100
203	244	35
203	245	22
246	203	86
203	247	15
203	248	100
249	203	78
250	203	72
251	203	58
203	252	61
203	253	98
203	254	67
203	255	24
256	203	100
203	257	78
203	258	53
259	203	70
260	203	87
261	203	40
203	262	32
263	203	91
203	264	32
203	265	54
203	266	85
267	203	51
268	203	17
203	269	29
203	270	79
203	271	40
272	203	58
273	203	59
203	274	60
275	203	64
276	203	94
203	277	44
278	203	96
203	279	63
280	203	86
281	203	81
203	282	97
203	283	76
284	203	76
285	203	61
286	203	42
203	287	42
203	288	40
203	289	79
290	203	6
203	291	85
292	203	83
203	293	4
203	294	8
203	295	37
296	203	32
297	203	17
203	298	57
203	299	11
203	300	42
301	203	93
302	203	98
203	303	10
304	203	90
203	305	65
306	203	87
307	203	40
203	308	91
309	203	23
203	310	75
203	311	69
312	203	96
313	203	51
314	203	1
203	315	43
203	316	78
203	317	39
203	318	3
203	319	79
320	203	62
203	321	90
203	322	9
203	323	80
324	203	59
203	325	68
326	203	81
203	327	1
328	203	59
203	329	69
203	330	8
203	331	4
203	332	91
333	203	63
334	203	8
335	203	32
336	203	29
203	337	20
338	203	84
203	339	35
203	340	50
203	341	46
342	203	55
343	203	97
344	203	99
203	345	33
203	346	49
347	203	44
203	348	19
349	203	87
350	203	11
203	351	48
352	203	14
353	203	35
354	203	74
203	355	89
203	356	1
357	203	5
358	203	78
203	359	83
203	360	51
203	361	47
203	362	12
203	363	30
203	364	91
203	365	27
203	366	16
367	203	35
203	368	5
203	369	52
203	370	87
371	203	81
203	372	17
203	373	2
374	203	92
203	375	83
203	376	30
377	203	59
378	203	18
379	203	89
380	203	72
203	381	98
203	382	18
203	383	66
384	203	13
385	203	49
386	203	25
203	387	9
388	203	49
389	203	82
203	390	24
391	203	56
392	203	79
203	393	38
394	203	15
203	395	9
396	203	58
203	397	47
203	398	23
399	203	89
204	205	88
206	204	42
207	204	76
208	204	2
204	209	58
210	204	7
211	204	42
204	212	4
213	204	29
214	204	72
204	215	26
204	216	12
204	217	28
218	204	60
219	204	39
204	220	59
204	221	46
222	204	53
204	223	98
224	204	25
225	204	61
204	226	100
204	227	3
204	228	2
229	204	83
230	204	76
231	204	9
204	232	53
204	233	60
234	204	72
235	204	25
204	236	76
204	237	49
238	204	49
204	239	10
240	204	46
241	204	24
242	204	80
243	204	52
244	204	10
245	204	41
204	246	64
247	204	73
204	248	67
249	204	31
250	204	96
251	204	52
204	252	25
253	204	1
254	204	14
255	204	8
204	256	11
257	204	15
204	258	63
259	204	95
260	204	74
261	204	12
204	262	81
263	204	68
264	204	98
265	204	86
266	204	61
267	204	46
204	268	46
269	204	29
204	270	83
271	204	59
272	204	49
273	204	56
204	274	70
204	275	31
276	204	62
204	277	45
204	278	81
279	204	37
280	204	40
281	204	46
204	282	90
283	204	91
204	284	71
285	204	7
286	204	49
287	204	12
288	204	69
289	204	78
204	290	34
291	204	72
204	292	69
204	293	9
204	294	54
295	204	7
204	296	72
297	204	44
298	204	100
204	299	37
204	300	25
204	301	7
204	302	1
204	303	69
304	204	39
204	305	77
204	306	60
307	204	87
308	204	57
309	204	21
204	310	45
204	311	72
312	204	65
313	204	24
204	314	100
315	204	25
204	316	40
204	317	91
204	318	26
204	319	50
320	204	54
204	321	67
322	204	77
323	204	69
324	204	89
325	204	94
326	204	43
204	327	53
204	328	23
204	329	24
330	204	5
331	204	44
332	204	16
204	333	95
204	334	46
204	335	69
204	336	4
337	204	67
338	204	31
204	339	16
204	340	69
341	204	25
204	342	96
204	343	11
204	344	76
345	204	1
204	346	71
204	347	82
204	348	58
349	204	85
204	350	92
351	204	2
352	204	49
204	353	20
204	354	93
355	204	20
204	356	12
357	204	88
358	204	79
204	359	11
360	204	27
204	361	76
362	204	97
204	363	77
364	204	91
204	365	45
366	204	39
367	204	94
368	204	53
369	204	54
370	204	31
204	371	82
204	372	12
373	204	46
204	374	59
375	204	66
204	376	88
204	377	1
378	204	94
204	379	13
204	380	84
204	381	94
204	382	11
204	383	96
384	204	24
204	385	95
386	204	10
387	204	79
388	204	52
204	389	14
204	390	43
391	204	33
204	392	49
204	393	67
394	204	92
395	204	69
204	396	66
397	204	78
398	204	87
204	399	62
206	205	52
205	207	59
205	208	3
209	205	5
205	210	72
205	211	7
212	205	5
213	205	93
205	214	49
205	215	69
216	205	47
217	205	40
218	205	86
205	219	89
205	220	64
221	205	36
222	205	42
205	223	4
205	224	55
225	205	67
205	226	71
227	205	32
228	205	98
229	205	78
205	230	11
231	205	18
205	232	5
205	233	88
234	205	28
205	235	17
205	236	8
237	205	99
205	238	58
205	239	53
205	240	27
241	205	36
242	205	79
243	205	4
244	205	87
205	245	92
246	205	23
205	247	100
205	248	14
249	205	5
205	250	8
251	205	10
205	252	79
253	205	37
205	254	23
255	205	78
205	256	25
257	205	99
258	205	32
205	259	39
260	205	57
205	261	24
262	205	26
263	205	100
205	264	53
265	205	58
266	205	43
205	267	23
205	268	42
269	205	79
205	270	88
205	271	56
272	205	12
205	273	20
274	205	36
275	205	70
276	205	77
205	277	42
205	278	70
205	279	47
280	205	8
205	281	81
205	282	98
283	205	38
284	205	67
205	285	28
286	205	75
205	287	65
288	205	12
289	205	53
205	290	75
291	205	70
205	292	79
293	205	17
205	294	67
205	295	41
296	205	79
205	297	98
298	205	47
299	205	90
205	300	38
205	301	48
302	205	12
205	303	17
304	205	70
305	205	65
205	306	83
205	307	72
308	205	90
205	309	68
310	205	6
311	205	8
205	312	45
205	313	72
314	205	48
205	315	52
316	205	21
205	317	81
318	205	2
205	319	69
320	205	7
321	205	95
205	322	79
323	205	93
205	324	41
205	325	90
326	205	57
327	205	85
205	328	100
329	205	94
205	330	50
205	331	20
205	332	100
205	333	71
334	205	28
335	205	63
205	336	40
205	337	39
338	205	72
339	205	15
340	205	63
205	341	6
205	342	71
205	343	42
344	205	68
205	345	38
346	205	22
347	205	72
205	348	17
349	205	48
350	205	60
205	351	83
352	205	2
205	353	62
205	354	98
355	205	80
356	205	35
205	357	51
358	205	83
205	359	1
205	360	59
361	205	52
205	362	69
205	363	49
205	364	43
365	205	19
205	366	54
205	367	78
368	205	31
205	369	69
370	205	27
205	371	73
205	372	11
373	205	100
205	374	93
205	375	58
205	376	21
205	377	70
378	205	92
205	379	50
380	205	14
381	205	56
382	205	97
205	383	82
384	205	86
205	385	46
386	205	27
205	387	76
205	388	36
389	205	84
205	390	55
205	391	72
392	205	33
205	393	45
394	205	32
205	395	15
396	205	100
397	205	46
205	398	36
205	399	99
207	206	14
208	206	17
209	206	12
206	210	24
206	211	35
212	206	10
206	213	28
206	214	18
206	215	50
216	206	90
206	217	71
218	206	79
219	206	16
220	206	47
221	206	22
222	206	62
206	223	51
224	206	35
225	206	34
226	206	24
206	227	32
206	228	53
229	206	72
230	206	38
231	206	34
206	232	40
206	233	3
234	206	28
206	235	18
236	206	78
237	206	9
206	238	81
206	239	62
206	240	33
206	241	99
242	206	48
243	206	47
244	206	40
245	206	20
206	246	37
206	247	29
206	248	8
206	249	9
206	250	18
251	206	80
252	206	3
206	253	29
206	254	40
206	255	16
256	206	45
206	257	96
206	258	9
206	259	97
260	206	1
261	206	89
262	206	92
263	206	33
264	206	31
206	265	23
206	266	100
267	206	62
268	206	56
269	206	29
270	206	68
206	271	47
272	206	98
206	273	68
206	274	95
206	275	10
276	206	1
277	206	6
278	206	51
206	279	66
280	206	1
206	281	4
206	282	32
206	283	46
206	284	57
285	206	39
206	286	50
287	206	34
206	288	23
289	206	59
206	290	82
291	206	84
206	292	13
206	293	88
206	294	45
295	206	75
296	206	8
297	206	6
206	298	45
206	299	11
300	206	68
301	206	80
206	302	57
206	303	36
206	304	20
305	206	39
206	306	87
206	307	4
206	308	54
206	309	44
206	310	81
206	311	2
206	312	73
313	206	86
314	206	87
315	206	33
206	316	49
206	317	97
206	318	51
206	319	92
206	320	6
321	206	16
206	322	31
206	323	100
206	324	57
325	206	8
206	326	93
327	206	63
206	328	89
206	329	6
330	206	17
206	331	58
206	332	10
206	333	2
334	206	95
206	335	66
206	336	38
206	337	72
338	206	47
206	339	58
206	340	71
206	341	84
206	342	2
206	343	76
206	344	19
345	206	1
346	206	54
347	206	10
206	348	98
206	349	5
350	206	48
351	206	75
352	206	30
353	206	31
206	354	80
206	355	27
356	206	41
357	206	9
206	358	25
206	359	38
206	360	84
206	361	85
206	362	35
363	206	51
206	364	89
365	206	91
366	206	50
206	367	4
206	368	50
206	369	36
206	370	100
371	206	48
206	372	100
373	206	100
374	206	74
375	206	25
206	376	37
377	206	27
206	378	38
379	206	28
206	380	2
206	381	21
206	382	7
383	206	67
384	206	59
385	206	77
206	386	26
206	387	33
206	388	53
389	206	79
390	206	8
206	391	3
392	206	33
393	206	13
206	394	60
395	206	45
396	206	27
206	397	71
398	206	46
206	399	51
207	208	14
209	207	37
210	207	77
207	211	65
207	212	100
213	207	90
214	207	14
215	207	89
207	216	77
207	217	22
218	207	49
207	219	56
207	220	3
207	221	63
207	222	7
207	223	83
207	224	13
225	207	96
226	207	32
227	207	3
228	207	24
229	207	26
230	207	2
231	207	63
207	232	74
207	233	65
207	234	51
207	235	17
236	207	86
237	207	50
207	238	24
239	207	38
240	207	19
207	241	61
242	207	10
207	243	86
244	207	45
207	245	76
207	246	20
207	247	35
248	207	24
207	249	17
207	250	34
207	251	10
207	252	22
253	207	37
207	254	85
207	255	39
256	207	47
257	207	10
207	258	98
259	207	37
260	207	68
261	207	87
262	207	84
207	263	85
264	207	1
207	265	24
266	207	72
267	207	90
268	207	11
269	207	32
270	207	79
207	271	30
272	207	49
207	273	94
207	274	67
207	275	35
276	207	49
207	277	4
207	278	83
279	207	100
280	207	54
207	281	47
207	282	73
283	207	21
284	207	91
207	285	42
207	286	28
207	287	48
207	288	7
289	207	77
290	207	97
207	291	82
207	292	71
207	293	48
294	207	16
295	207	6
296	207	76
297	207	52
207	298	91
299	207	73
300	207	90
301	207	77
302	207	60
303	207	58
207	304	48
305	207	2
306	207	57
307	207	82
207	308	41
309	207	77
207	310	72
311	207	15
207	312	6
313	207	58
314	207	55
315	207	69
316	207	18
317	207	97
318	207	76
207	319	90
320	207	35
321	207	99
207	322	68
323	207	3
207	324	2
325	207	62
326	207	85
327	207	90
328	207	13
207	329	76
207	330	13
331	207	85
332	207	86
333	207	70
334	207	66
207	335	83
207	336	87
207	337	55
338	207	19
339	207	18
207	340	61
207	341	23
207	342	17
207	343	49
207	344	14
345	207	37
207	346	98
347	207	51
348	207	94
349	207	16
207	350	25
207	351	44
207	352	100
353	207	50
207	354	55
207	355	11
356	207	72
207	357	65
358	207	24
207	359	72
360	207	97
361	207	4
207	362	9
207	363	31
207	364	13
207	365	49
207	366	85
367	207	1
368	207	100
207	369	31
370	207	66
207	371	13
372	207	92
207	373	58
374	207	65
207	375	2
376	207	40
207	377	40
207	378	65
379	207	15
207	380	16
381	207	70
207	382	56
207	383	55
384	207	34
385	207	80
386	207	39
387	207	3
388	207	71
207	389	90
390	207	27
207	391	49
392	207	35
393	207	48
394	207	92
395	207	98
207	396	57
397	207	47
398	207	57
399	207	71
209	208	17
210	208	85
208	211	81
208	212	52
208	213	32
208	214	89
215	208	81
208	216	1
217	208	73
218	208	3
208	219	81
220	208	52
208	221	97
222	208	83
208	223	68
224	208	99
208	225	28
226	208	44
208	227	2
228	208	22
229	208	33
208	230	87
208	231	33
208	232	84
208	233	33
234	208	28
235	208	72
236	208	56
237	208	87
208	238	53
208	239	79
208	240	86
208	241	27
208	242	73
208	243	80
208	244	6
208	245	19
208	246	87
208	247	83
208	248	10
208	249	65
250	208	98
251	208	12
208	252	7
253	208	59
254	208	7
255	208	49
208	256	83
257	208	71
208	258	38
208	259	99
208	260	61
261	208	39
208	262	70
208	263	74
208	264	74
265	208	53
266	208	72
267	208	35
268	208	54
269	208	79
208	270	45
208	271	94
208	272	73
208	273	13
208	274	62
208	275	51
276	208	56
277	208	74
208	278	37
279	208	81
208	280	95
208	281	96
282	208	73
208	283	93
284	208	72
285	208	34
208	286	50
208	287	72
288	208	15
289	208	80
290	208	66
208	291	83
208	292	64
293	208	13
294	208	6
295	208	99
208	296	15
208	297	92
208	298	48
208	299	33
208	300	26
208	301	56
208	302	61
208	303	38
208	304	53
208	305	93
306	208	62
208	307	19
208	308	5
208	309	57
310	208	20
311	208	99
208	312	45
208	313	37
208	314	17
208	315	61
208	316	54
208	317	4
318	208	45
319	208	64
208	320	4
208	321	29
322	208	72
323	208	48
208	324	86
208	325	91
208	326	86
327	208	43
328	208	66
208	329	70
208	330	33
331	208	20
208	332	88
208	333	88
208	334	96
335	208	64
336	208	17
208	337	37
338	208	52
208	339	79
208	340	66
341	208	79
208	342	8
208	343	48
344	208	58
208	345	94
208	346	60
347	208	23
348	208	77
349	208	23
350	208	46
351	208	5
352	208	22
208	353	58
208	354	76
355	208	25
356	208	68
208	357	85
358	208	28
359	208	63
360	208	19
361	208	3
208	362	73
363	208	90
364	208	39
365	208	85
366	208	66
208	367	43
368	208	86
369	208	83
370	208	57
371	208	27
208	372	38
208	373	26
208	374	29
208	375	28
208	376	58
208	377	29
378	208	35
208	379	23
380	208	46
381	208	28
208	382	34
208	383	28
384	208	72
208	385	1
208	386	2
387	208	43
388	208	65
208	389	22
390	208	39
208	391	97
208	392	35
393	208	2
394	208	61
395	208	39
208	396	24
208	397	40
208	398	46
208	399	3
209	210	15
209	211	61
209	212	3
209	213	31
214	209	34
215	209	60
216	209	68
209	217	91
218	209	69
209	219	35
209	220	23
209	221	9
209	222	85
209	223	31
209	224	13
225	209	52
226	209	59
227	209	84
209	228	50
229	209	40
209	230	82
231	209	39
232	209	47
233	209	11
234	209	70
209	235	9
209	236	26
209	237	65
209	238	7
239	209	21
240	209	70
209	241	89
242	209	57
243	209	95
244	209	95
245	209	28
209	246	50
209	247	94
248	209	67
209	249	42
209	250	82
209	251	64
209	252	6
209	253	30
209	254	29
255	209	92
256	209	12
209	257	81
258	209	50
209	259	33
260	209	60
209	261	86
209	262	38
263	209	84
264	209	76
265	209	53
266	209	15
209	267	54
268	209	6
209	269	2
209	270	99
209	271	76
209	272	61
209	273	99
209	274	64
209	275	43
209	276	9
209	277	58
209	278	97
279	209	12
209	280	59
281	209	4
282	209	53
209	283	31
284	209	10
285	209	41
286	209	99
209	287	11
288	209	13
209	289	43
290	209	50
209	291	30
292	209	81
209	293	57
294	209	38
295	209	49
296	209	38
209	297	21
209	298	91
299	209	2
209	300	47
209	301	89
209	302	92
303	209	60
209	304	67
305	209	56
306	209	87
209	307	15
308	209	97
209	309	63
310	209	36
311	209	82
209	312	37
209	313	57
314	209	3
209	315	14
209	316	65
209	317	30
209	318	94
319	209	35
209	320	62
209	321	15
322	209	23
323	209	88
324	209	99
209	325	32
209	326	65
327	209	74
209	328	1
209	329	73
209	330	85
331	209	9
209	332	68
333	209	35
209	334	99
209	335	47
209	336	56
209	337	93
209	338	75
209	339	25
209	340	52
209	341	57
342	209	74
209	343	80
344	209	48
209	345	65
209	346	20
347	209	15
209	348	13
209	349	90
209	350	99
209	351	94
209	352	57
209	353	64
209	354	4
355	209	14
209	356	11
357	209	23
209	358	52
209	359	6
360	209	25
209	361	48
362	209	18
363	209	26
209	364	60
209	365	83
209	366	44
367	209	83
368	209	60
209	369	72
209	370	11
209	371	75
372	209	36
209	373	55
374	209	4
375	209	61
376	209	63
209	377	45
209	378	23
379	209	67
380	209	33
381	209	52
382	209	81
383	209	54
384	209	88
385	209	75
209	386	89
387	209	78
388	209	54
389	209	14
390	209	51
209	391	74
392	209	94
209	393	7
394	209	10
395	209	3
396	209	93
209	397	81
209	398	98
209	399	61
210	211	96
210	212	36
210	213	44
214	210	66
210	215	27
216	210	78
217	210	1
218	210	90
210	219	44
220	210	69
210	221	97
222	210	66
223	210	44
210	224	80
225	210	21
210	226	31
227	210	38
228	210	83
229	210	43
230	210	42
210	231	2
232	210	62
233	210	57
210	234	51
235	210	16
236	210	65
210	237	44
238	210	10
239	210	6
210	240	13
210	241	22
242	210	53
243	210	74
244	210	86
210	245	86
246	210	57
247	210	35
248	210	13
249	210	18
210	250	47
210	251	14
210	252	91
210	253	93
254	210	31
255	210	44
256	210	11
210	257	19
210	258	87
259	210	43
210	260	16
210	261	98
210	262	31
263	210	41
264	210	90
265	210	19
266	210	50
267	210	56
210	268	54
210	269	4
270	210	20
271	210	83
272	210	100
210	273	51
274	210	38
210	275	95
210	276	68
210	277	16
210	278	6
210	279	50
210	280	20
210	281	63
210	282	88
210	283	13
284	210	25
285	210	60
210	286	16
287	210	100
288	210	16
289	210	50
290	210	93
210	291	66
292	210	82
210	293	45
294	210	33
295	210	94
210	296	90
297	210	32
210	298	38
299	210	4
210	300	95
301	210	39
302	210	97
210	303	44
210	304	65
305	210	74
210	306	14
210	307	48
210	308	24
210	309	78
210	310	95
311	210	99
210	312	27
210	313	55
314	210	12
315	210	76
316	210	30
210	317	82
210	318	63
319	210	88
210	320	71
321	210	47
210	322	64
323	210	93
210	324	14
325	210	49
326	210	28
327	210	60
210	328	26
329	210	9
210	330	18
210	331	5
210	332	26
333	210	97
334	210	65
210	335	53
210	336	1
210	337	95
338	210	51
210	339	83
210	340	10
341	210	85
342	210	37
210	343	18
210	344	67
210	345	30
346	210	1
210	347	97
348	210	26
210	349	38
210	350	13
351	210	92
210	352	53
210	353	85
210	354	61
210	355	35
356	210	95
357	210	2
358	210	91
210	359	81
210	360	99
210	361	77
362	210	77
363	210	64
210	364	77
210	365	93
366	210	11
367	210	46
368	210	6
369	210	65
370	210	66
210	371	6
210	372	68
210	373	77
374	210	72
375	210	14
210	376	39
210	377	41
378	210	77
379	210	23
210	380	82
381	210	40
210	382	34
210	383	100
384	210	45
210	385	93
386	210	24
387	210	92
210	388	29
389	210	27
390	210	96
210	391	100
392	210	12
210	393	13
210	394	76
210	395	39
396	210	92
397	210	4
210	398	53
210	399	67
211	212	79
211	213	85
211	214	55
215	211	43
216	211	64
211	217	97
218	211	68
211	219	41
220	211	83
211	221	56
222	211	41
211	223	95
224	211	53
225	211	37
226	211	22
211	227	12
211	228	63
229	211	78
230	211	69
231	211	57
211	232	5
233	211	16
211	234	5
211	235	5
211	236	70
237	211	41
238	211	23
211	239	20
240	211	70
241	211	78
242	211	33
211	243	68
211	244	21
211	245	6
211	246	21
211	247	52
211	248	14
211	249	86
250	211	21
211	251	22
252	211	72
253	211	23
254	211	9
211	255	75
256	211	16
211	257	37
258	211	100
211	259	33
260	211	63
211	261	65
262	211	27
263	211	76
264	211	2
265	211	62
211	266	15
267	211	92
211	268	84
211	269	4
270	211	6
211	271	78
272	211	31
211	273	90
211	274	88
211	275	9
211	276	74
277	211	92
211	278	86
279	211	39
211	280	20
281	211	83
211	282	90
211	283	53
284	211	85
285	211	8
211	286	37
211	287	84
288	211	65
211	289	19
290	211	22
291	211	41
211	292	2
293	211	94
211	294	4
211	295	90
211	296	48
297	211	17
211	298	46
299	211	93
211	300	30
211	301	23
211	302	52
211	303	80
304	211	11
211	305	84
211	306	85
211	307	55
308	211	12
309	211	93
211	310	44
311	211	10
211	312	40
211	313	93
314	211	92
211	315	42
211	316	34
211	317	94
211	318	60
319	211	34
320	211	50
321	211	92
322	211	2
211	323	57
324	211	7
211	325	88
211	326	50
327	211	95
328	211	92
211	329	72
211	330	13
211	331	20
332	211	60
333	211	37
334	211	7
211	335	52
211	336	7
211	337	1
338	211	54
211	339	12
211	340	82
341	211	71
342	211	68
343	211	20
344	211	50
211	345	20
211	346	43
347	211	1
348	211	72
349	211	7
350	211	64
351	211	62
211	352	39
353	211	95
354	211	13
355	211	74
356	211	43
211	357	20
211	358	30
211	359	12
360	211	5
211	361	12
362	211	98
363	211	21
364	211	91
365	211	35
366	211	21
367	211	73
368	211	94
211	369	49
370	211	49
211	371	93
211	372	97
373	211	6
374	211	46
375	211	53
211	376	44
211	377	67
378	211	19
211	379	15
380	211	18
381	211	63
382	211	71
383	211	90
211	384	54
211	385	37
386	211	27
211	387	58
211	388	41
389	211	73
211	390	52
391	211	19
392	211	75
393	211	56
211	394	71
395	211	21
396	211	46
211	397	20
211	398	27
211	399	47
212	213	36
212	214	35
212	215	87
212	216	23
217	212	43
218	212	27
219	212	6
220	212	49
221	212	40
212	222	3
212	223	88
224	212	46
225	212	60
212	226	56
227	212	18
212	228	39
212	229	69
212	230	58
231	212	7
232	212	87
212	233	73
212	234	20
212	235	67
236	212	17
212	237	11
238	212	89
239	212	1
212	240	82
212	241	50
212	242	45
243	212	69
212	244	70
212	245	54
212	246	96
